namecity,lat,lng,namecountry
Warren,42.4934,-83.0270,USA
Pasadena,34.1597,-118.1390,USA
Beaumont,30.0849,-94.1451,USA
Burlington,36.0760,-79.4685,USA
Hampton,37.0551,-76.3630,USA
Columbia,38.9472,-92.3268,USA
Yuma,32.5995,-114.5491,USA
Elizabeth,40.6658,-74.1913,USA
Racine,42.7274,-87.8135,USA
Greeley,40.4152,-104.7706,USA
Kent,47.3887,-122.2128,USA
Stamford,41.1039,-73.5585,USA
Odessa,31.8801,-102.3448,USA
Bloomington,40.4757,-88.9703,USA
Miramar,25.9773,-80.3351,USA
Grand Junction,39.0877,-108.5673,USA
Sterling Heights,42.5809,-83.0305,USA
Coral Springs,26.2702,-80.2591,USA
Johnson City,36.3406,-82.3806,USA
Carrollton,32.9890,-96.8999,USA
Midland,32.0243,-102.1147,USA
Yakima,46.5923,-120.5496,USA
Lakewood,40.0763,-74.2031,USA
Bellingham,48.7548,-122.4690,USA
Yuba City,39.1357,-121.6383,USA
Amherst,43.0117,-78.7570,USA
South Lyon,42.4614,-83.6526,USA
Santa Clara,37.3646,-121.9680,USA
St. George,37.0758,-113.5752,USA
Fort Smith,35.3495,-94.3695,USA
Simi Valley,34.2663,-118.7490,USA
Dover,39.1610,-75.5202,USA
Norman,35.2335,-97.3471,USA
Abilene,32.4543,-99.7384,USA
Billings,45.7891,-108.5526,USA
Lehigh Acres,26.6120,-81.6388,USA
St. Cloud,45.5340,-94.1718,USA
Kenosha,42.5865,-87.8773,USA
Greenville,35.5943,-77.3760,USA
Arvada,39.8320,-105.1510,USA
Pearland,29.5581,-95.3218,USA
Independence,39.0871,-94.3501,USA
Texas City,29.4154,-94.9682,USA
Redding,40.5698,-122.3650,USA
Lynchburg,37.4003,-79.1909,USA
Boulder,40.0248,-105.2524,USA
Iowa City,41.6559,-91.5303,USA
Rochester,44.0154,-92.4780,USA
Berkeley,37.8722,-122.2760,USA
Waldorf,38.6085,-76.9194,USA
The Villages,28.9034,-81.9887,USA
Duluth,46.7756,-92.1393,USA
East Los Angeles,34.0326,-118.1691,USA
Saginaw,43.4199,-83.9501,USA
Clovis,36.8278,-119.6830,USA
Leominster,42.5209,-71.7717,USA
Round Rock,30.5270,-97.6642,USA
Monroe,32.5185,-92.0774,USA
Cambridge,42.3759,-71.1185,USA
Clearwater,27.9790,-82.7623,USA
Smithtown,40.8663,-73.2164,USA
Seaside,36.6224,-121.8199,USA
West Jordan,40.6024,-112.0008,USA
Richardson,32.9716,-96.7093,USA
West Palm Beach,26.7469,-80.1320,USA
Temple,31.1068,-97.3891,USA
Burlington,44.4876,-73.2316,USA
Richmond,37.9477,-122.3389,USA
Westminster,39.8837,-105.0624,USA
Pottstown,40.2508,-75.6445,USA
Brandon,27.9367,-82.3000,USA
Rock Hill,34.9415,-81.0241,USA
Meridian,43.6116,-116.3977,USA
Coeur d'Alene,47.7040,-116.7936,USA
Carlsbad,33.1246,-117.2834,USA
Lowell,42.6389,-71.3217,USA
Waterloo,42.4918,-92.3522,USA
North Charleston,32.9067,-80.0722,USA
Gilroy,37.0046,-121.5854,USA
Downey,33.9379,-118.1311,USA
Gresham,45.5021,-122.4413,USA
Elgin,42.0383,-88.3240,USA
Utica,43.0962,-75.2261,USA
Broken Arrow,36.0380,-95.7806,USA
Costa Mesa,33.6667,-117.9135,USA
Chico,39.7578,-121.8161,USA
Sioux City,42.4959,-96.3901,USA
League City,29.4874,-95.1087,USA
Miami Gardens,25.9433,-80.2426,USA
Pompano Beach,26.2428,-80.1312,USA
San Buenaventura,34.2741,-119.2314,USA
Everett,47.9525,-122.1669,USA
El Centro,32.7865,-115.5595,USA
Sugar Land,29.5935,-95.6358,USA
El Monte,34.0739,-118.0291,USA
Lewisville,33.0454,-96.9815,USA
West Covina,34.0555,-117.9113,USA
Temecula,33.4928,-117.1315,USA
Bend,44.0563,-121.3095,USA
Salisbury,38.3756,-75.5865,USA
Jacksonville,34.7289,-77.3941,USA
Inglewood,33.9566,-118.3444,USA
Dearborn,42.3127,-83.2130,USA
Centennial,39.5926,-104.8673,USA
Burbank,34.1879,-118.3235,USA
Edison,40.5360,-74.3697,USA
Sparks,39.5736,-119.7161,USA
Sandy Springs,33.9366,-84.3703,USA
Bloomington,39.1637,-86.5257,USA
Logan,41.7399,-111.8422,USA
Kailua,21.3920,-157.7396,USA
El Cajon,32.8017,-116.9604,USA
Hillsboro,45.5273,-122.9360,USA
South Fulton,33.6273,-84.5800,USA
Renton,47.4784,-122.1918,USA
Mandeville,30.3751,-90.0904,USA
San Mateo,37.5522,-122.3121,USA
Columbia,39.2004,-76.8590,USA
Daly City,37.6862,-122.4685,USA
Davie,26.0789,-80.2870,USA
Jurupa Valley,34.0010,-117.4706,USA
Brockton,42.0821,-71.0242,USA
Longmont,40.1686,-105.1005,USA
Rialto,34.1175,-117.3892,USA
Eau Claire,44.8197,-91.4948,USA
Turlock,37.5053,-120.8588,USA
Woodbridge,40.5611,-74.2943,USA
Norwalk,33.9069,-118.0829,USA
Highlands Ranch,39.5419,-104.9708,USA
Allen,33.1088,-96.6735,USA
Wichita Falls,33.9072,-98.5291,USA
Rio Rancho,35.2873,-106.6982,USA
Vacaville,38.3587,-121.9673,USA
Spokane Valley,47.6626,-117.2346,USA
Charlottesville,38.0375,-78.4855,USA
Idaho Falls,43.4871,-112.0362,USA
Menifee,33.6909,-117.1849,USA
Lee's Summit,38.9171,-94.3816,USA
Quincy,42.2506,-71.0187,USA
San Angelo,31.4424,-100.4504,USA
Lynn,42.4781,-70.9664,USA
Holland,42.7677,-86.0984,USA
Santa Fe,35.6619,-105.9819,USA
Vista,33.1896,-117.2386,USA
Orem,40.2981,-111.6994,USA
Sunrise,26.1547,-80.2997,USA
Compton,33.8930,-118.2274,USA
Arden-Arcade,38.6017,-121.3845,USA
South Gate,33.9447,-118.1926,USA
Santa Monica,34.0235,-118.4810,USA
Westminster,33.7523,-117.9938,USA
San Leandro,37.7074,-122.1599,USA
Germantown,39.1755,-77.2643,USA
Bismarck,46.8143,-100.7694,USA
Clifton,40.8630,-74.1575,USA
State College,40.7909,-77.8567,USA
Hawthorne,33.9147,-118.3476,USA
Lawrence,42.7002,-71.1626,USA
Citrus Heights,38.6948,-121.2880,USA
Whittier,33.9678,-118.0188,USA
Deerfield Beach,26.3050,-80.1277,USA
Upper Darby,39.9490,-75.2891,USA
Cicero,41.8445,-87.7593,USA
Pine Hills,28.5818,-81.4692,USA
Buena Park,33.8572,-118.0046,USA
Miami Beach,25.8171,-80.1396,USA
Alhambra,34.0840,-118.1355,USA
Silver Spring,39.0028,-77.0207,USA
Lakewood,33.8471,-118.1222,USA
Mountain View,37.4001,-122.0796,USA
New Rochelle,40.9304,-73.7836,USA
Lebanon,40.3412,-76.4228,USA
Somerville,42.3908,-71.1014,USA
Tustin,33.7311,-117.8107,USA
Milpitas,37.4336,-121.8921,USA
Bellflower,33.8880,-118.1271,USA
Evanston,42.0464,-87.6943,USA
Alameda,37.7668,-122.2670,USA
Cheyenne,41.1350,-104.7902,USA
Watsonville,36.9206,-121.7708,USA
Davis,38.5553,-121.7370,USA
Pawtucket,41.8744,-71.3743,USA
New Britain,41.6759,-72.7862,USA
Lauderhill,26.1605,-80.2241,USA
Centreville,38.8390,-77.4389,USA
Mount Vernon,40.9136,-73.8291,USA
Baldwin Park,34.0829,-117.9722,USA
Camden,39.9361,-75.1073,USA
Tamarac,26.2056,-80.2539,USA
Redondo Beach,33.8577,-118.3765,USA
Wilmington,39.7415,-75.5416,USA
Bayonne,40.6668,-74.1158,USA
Passaic,40.8574,-74.1282,USA
East Orange,40.7651,-74.2117,USA
Gaithersburg,39.1346,-77.2131,USA
Eastvale,33.9617,-117.5803,USA
Union City,40.7675,-74.0323,USA
Lynwood,33.9240,-118.2016,USA
Skokie,42.0360,-87.7400,USA
Schenectady,42.8025,-73.9275,USA
South San Francisco,37.6538,-122.4196,USA
Brentwood,40.7839,-73.2522,USA
Malden,42.4305,-71.0576,USA
Florence-Graham,33.9682,-118.2447,USA
Twin Rivers,40.2631,-74.4917,USA
La Habra,33.9282,-117.9515,USA
Montebello,34.0155,-118.1108,USA
North Bergen,40.7938,-74.0242,USA
Brookline,42.3243,-71.1408,USA
Pico Rivera,33.9901,-118.0888,USA
The Hammocks,25.6700,-80.4482,USA
Monterey Park,34.0497,-118.1326,USA
La Mesa,32.7703,-117.0204,USA
Gardena,33.8943,-118.3072,USA
Revere,42.4189,-71.0040,USA
Medford,42.4234,-71.1087,USA
Cupertino,37.3168,-122.0466,USA
North Miami,25.9008,-80.1686,USA
Taylorsville,40.6569,-111.9493,USA
Irvington,40.7243,-74.2317,USA
West Allis,43.0068,-88.0296,USA
Union,40.6953,-74.2697,USA
White Plains,41.0220,-73.7547,USA
Hoboken,40.7452,-74.0281,USA
South Whittier,33.9336,-118.0312,USA
Margate,26.2466,-80.2119,USA
Oak Lawn,41.7139,-87.7528,USA
Carson City,39.1511,-119.7476,USA
Fountainebleau,25.7723,-80.3460,USA
Coconut Creek,26.2803,-80.1842,USA
Fountain Valley,33.7105,-117.9514,USA
Berwyn,41.8433,-87.7909,USA
National City,32.6654,-117.0983,USA
Arcadia,34.1342,-118.0373,USA
New Brunswick,40.4870,-74.4450,USA
Huntington Park,33.9800,-118.2167,USA
Perth Amboy,40.5202,-74.2724,USA
Tamiami,25.7556,-80.4016,USA
Westchester,25.7471,-80.3523,USA
Plainfield,40.6154,-74.4157,USA
Oak Park,41.8872,-87.7899,USA
Paramount,33.8977,-118.1651,USA
Aspen Hill,39.0927,-77.0826,USA
Kendale Lakes,25.7081,-80.4078,USA
Aloha,45.4920,-122.8725,USA
Levittown,40.7241,-73.5125,USA
West New York,40.7857,-74.0094,USA
Bloomfield,40.8098,-74.1869,USA
Placentia,33.8807,-117.8553,USA
Aliso Viejo,33.5792,-117.7289,USA
Wheaton,39.0492,-77.0573,USA
Rosemead,34.0689,-118.0823,USA
Florin,38.4832,-121.4043,USA
Country Club,25.9407,-80.3102,USA
Covina,34.0903,-117.8818,USA
Lakewood,41.4822,-81.8008,USA
North Bethesda,39.0393,-77.1191,USA
Cypress,33.8171,-118.0386,USA
Cerritos,33.8678,-118.0686,USA
Rye,41.0075,-73.6872,USA
North Highlands,38.6713,-121.3721,USA
Antelope,38.7153,-121.3610,USA
Everett,42.4064,-71.0545,USA
University,28.0771,-82.4335,USA
La Mirada,33.9025,-118.0093,USA
Arlington,42.4187,-71.1639,USA
Hackensack,40.8891,-74.0462,USA
Cleveland Heights,41.5113,-81.5636,USA
Whitney,36.1008,-115.0379,USA
North Lauderdale,26.2113,-80.2209,USA
Salem,42.5129,-70.9021,USA
Rohnert Park,38.3479,-122.6965,USA
Freeport,40.6515,-73.5850,USA
Oakland Park,26.1780,-80.1528,USA
Wilkes-Barre,41.2469,-75.8760,USA
Campbell,37.2802,-121.9539,USA
San Bruno,37.6256,-122.4313,USA
Concord,43.2305,-71.5595,USA
Greenacres,26.6270,-80.1371,USA
North Miami Beach,25.9302,-80.1659,USA
Hicksville,40.7637,-73.5245,USA
Jefferson City,38.5676,-92.1759,USA
Woonsocket,42.0010,-71.4993,USA
Annandale,38.8324,-77.1960,USA
Teaneck,40.8900,-74.0107,USA
Hallandale Beach,25.9854,-80.1423,USA
Culver City,34.0058,-118.3968,USA
Annapolis,38.9706,-76.5047,USA
Montclair,40.8253,-74.2111,USA
Valley Stream,40.6647,-73.7043,USA
Chelsea,42.3959,-71.0325,USA
Waipahu,21.3859,-158.0101,USA
Bell Gardens,33.9663,-118.1550,USA
Lincoln Park,42.2432,-83.1811,USA
Aventura,25.9566,-80.1371,USA
Fort Lee,40.8509,-73.9713,USA
San Gabriel,34.0949,-118.0990,USA
Park Ridge,42.0125,-87.8436,USA
Keizer,45.0028,-123.0243,USA
Mission Bend,29.6948,-95.6658,USA
La Presa,32.7110,-117.0027,USA
La Puente,34.0323,-117.9533,USA
Stanton,33.8003,-117.9935,USA
East Meadow,40.7197,-73.5604,USA
Belleville,40.7950,-74.1617,USA
Northglenn,39.9108,-104.9783,USA
Montclair,34.0715,-117.6981,USA
Richmond West,25.6105,-80.4297,USA
Hanover Park,41.9818,-88.1446,USA
Foothill Farms,38.6867,-121.3475,USA
Kendall West,25.7065,-80.4388,USA
Richfield,44.8763,-93.2829,USA
Kearns,40.6519,-112.0095,USA
Elmont,40.7033,-73.7078,USA
Temple City,34.1022,-118.0579,USA
Chillum,38.9666,-76.9791,USA
Winchester,36.1365,-115.1370,USA
South Miami Heights,25.5886,-80.3862,USA
Egypt Lake-Leto,28.0177,-82.5062,USA
Buenaventura Lakes,28.3349,-81.3539,USA
Westmont,33.9417,-118.3018,USA
Lauderdale Lakes,26.1682,-80.2017,USA
West Hollywood,34.0883,-118.3719,USA
Norristown,40.1225,-75.3398,USA
Manhattan Beach,33.8894,-118.3967,USA
Midvale,40.6148,-111.8927,USA
Watertown Town,42.3700,-71.1774,USA
College Park,38.9960,-76.9337,USA
University City,38.6657,-90.3315,USA
Fair Lawn,40.9359,-74.1177,USA
Long Beach,40.5887,-73.6660,USA
Montgomery Village,39.1788,-77.1954,USA
Fair Oaks,38.8653,-77.3586,USA
Eastchester,40.9536,-73.8133,USA
Eastpointe,42.4657,-82.9461,USA
Huntington Station,40.8446,-73.4050,USA
North Providence,41.8616,-71.4575,USA
Golden Glades,25.9129,-80.2013,USA
Bell,33.9801,-118.1798,USA
City of Orange,40.7681,-74.2348,USA
Mount Lebanon,40.3752,-80.0494,USA
Foster City,37.5553,-122.2659,USA
Englewood,39.6468,-104.9942,USA
Glendale Heights,41.9196,-88.0785,USA
Baldwin,40.6511,-73.6075,USA
Dana Point,33.4733,-117.6967,USA
West Little River,25.8571,-80.2367,USA
Spring Valley,41.1151,-74.0486,USA
Beverly Hills,34.0786,-118.4021,USA
Chester,39.8456,-75.3718,USA
Uniondale,40.7176,-73.5947,USA
Kiryas Joel,41.3411,-74.1667,USA
Garfield,40.8791,-74.1085,USA
Franklin Square,40.7002,-73.6775,USA
Juneau,58.4546,-134.1739,USA
Helena,46.5965,-112.0202,USA
Lawndale,33.8884,-118.3531,USA
San Pablo,37.9629,-122.3426,USA
Ithaca,42.4442,-76.5032,USA
Long Branch,40.2965,-73.9915,USA
Bay Shore,40.7288,-73.2495,USA
Port Chester,41.0051,-73.6680,USA
Sterling,39.0052,-77.4050,USA
Oceanside,40.6328,-73.6364,USA
Burlingame,37.5859,-122.3667,USA
West Falls Church,38.8648,-77.1878,USA
Ridley,39.8854,-75.3280,USA
Parkville,39.3832,-76.5519,USA
San Carlos,37.4982,-122.2677,USA
Santa Paula,34.3545,-119.0656,USA
Miami Lakes,25.9125,-80.3214,USA
San Lorenzo,37.6733,-122.1332,USA
Middletown,41.4459,-74.4236,USA
Nutley,40.8192,-74.1571,USA
East Palo Alto,37.4671,-122.1352,USA
Oak Park,42.4649,-83.1824,USA
Rahway,40.6077,-74.2807,USA
Melrose,42.4556,-71.0590,USA
Laurel,39.0949,-76.8622,USA
Suisun City,38.2473,-122.0091,USA
Burbank,41.7444,-87.7686,USA
Golden Gate,26.1844,-81.7031,USA
Englewood,40.8917,-73.9736,USA
East Niles,35.3683,-118.9225,USA
Drexel Hill,39.9495,-75.3038,USA
Frankfort,38.1924,-84.8643,USA
Bergenfield,40.9236,-73.9982,USA
Ewa Gentry,21.3344,-158.0262,USA
Belmont,37.5154,-122.2953,USA
Mililani Town,21.4465,-158.0147,USA
Reisterstown,39.4550,-76.8140,USA
Easton,40.6858,-75.2209,USA
Hamtramck,42.3954,-83.0559,USA
Lemon Grove,32.7331,-117.0344,USA
Monsey,41.1181,-74.0682,USA
Lindenhurst,40.6858,-73.3710,USA
Belmont,42.3960,-71.1795,USA
South Pasadena,34.1103,-118.1573,USA
Leisure City,25.4935,-80.4363,USA
Bridgeton,39.4286,-75.2281,USA
Palm Springs,26.6348,-80.0969,USA
Suitland,38.8492,-76.9225,USA
Imperial Beach,32.5693,-117.1180,USA
West Whittier-Los Nietos,33.9759,-118.0689,USA
Tysons,38.9215,-77.2273,USA
Lodi,40.8784,-74.0814,USA
Oak Ridge,28.4727,-81.4169,USA
El Cerrito,37.9196,-122.3025,USA
Coral Terrace,25.7464,-80.3049,USA
Rockville Centre,40.6643,-73.6383,USA
Ives Estates,25.9632,-80.1830,USA
Cloverleaf,29.7882,-95.1724,USA
Mill Creek East,47.8361,-122.1877,USA
Cliffside Park,40.8222,-73.9879,USA
Maywood,33.9886,-118.1877,USA
Maplewood,40.7330,-74.2712,USA
Melrose Park,41.9030,-87.8636,USA
Terrytown,29.9014,-90.0279,USA
Peekskill,41.2884,-73.9227,USA
Soledad,36.4432,-121.3426,USA
Carteret,40.5849,-74.2284,USA
University Park,32.8506,-96.7937,USA
South Bradenton,27.4612,-82.5822,USA
Riverbank,37.7260,-120.9433,USA
Herndon,38.9699,-77.3867,USA
North Lynnwood,47.8533,-122.2762,USA
Elmwood Park,41.9225,-87.8163,USA
Landover,38.9241,-76.8875,USA
Bailey's Crossroads,38.8477,-77.1305,USA
Rosemont,38.5478,-121.3553,USA
Decatur,33.7711,-84.2963,USA
San Fernando,34.2886,-118.4362,USA
Willowbrook,33.9209,-118.2356,USA
Watauga,32.8719,-97.2515,USA
Ashland,37.6942,-122.1159,USA
Copiague,40.6707,-73.3922,USA
Maywood,41.8798,-87.8442,USA
Jasmine Estates,28.2930,-82.6907,USA
Millbrae,37.5994,-122.4023,USA
Cudahy,33.9631,-118.1830,USA
West Puente Valley,34.0513,-117.9681,USA
East San Gabriel,34.1157,-118.0791,USA
Blue Island,41.6578,-87.6811,USA
Hialeah Gardens,25.8878,-80.3569,USA
North Plainfield,40.6209,-74.4386,USA
Woodlawn,38.7332,-77.1149,USA
Roselle,40.6527,-74.2599,USA
The Crossings,25.6708,-80.4018,USA
Dover,40.0019,-76.8698,USA
Hillside,40.6961,-74.2286,USA
Massapequa,40.6676,-73.4706,USA
Sunny Isles Beach,25.9385,-80.1246,USA
Central Falls,41.8901,-71.3934,USA
West Carson,33.8229,-118.2931,USA
West Rancho Dominguez,33.9057,-118.2683,USA
Hayesville,44.9793,-122.9738,USA
Valinda,34.0400,-117.9300,USA
Four Square Mile,39.6808,-104.8880,USA
Columbia Heights,45.0484,-93.2472,USA
North Bellmore,40.6904,-73.5390,USA
Lennox,33.9380,-118.3586,USA
Elmwood Park,40.9049,-74.1201,USA
Lealman,27.8197,-82.6847,USA
Mountlake Terrace,47.7921,-122.3077,USA
McNair,38.9513,-77.4115,USA
Lomita,33.7933,-118.3175,USA
Mineola,40.7470,-73.6394,USA
Hyattsville,38.9613,-76.9548,USA
Langley Park,38.9897,-76.9808,USA
West Hempstead,40.6959,-73.6507,USA
Lynbrook,40.6579,-73.6742,USA
Palisades Park,40.8472,-73.9966,USA
La Crescenta-Montrose,34.2322,-118.2353,USA
Sherrelwood,39.8390,-105.0014,USA
Morristown,40.7967,-74.4772,USA
Albany,37.8897,-122.3018,USA
Evergreen Park,41.7213,-87.7013,USA
South El Monte,34.0493,-118.0484,USA
North Amityville,40.7005,-73.4119,USA
Hermosa Beach,33.8653,-118.3962,USA
South San Jose Hills,34.0123,-117.9043,USA
Bayshore Gardens,27.4345,-82.5793,USA
Seabrook,38.9802,-76.8502,USA
Brookfield,41.8245,-87.8470,USA
Hawthorne,40.9579,-74.1582,USA
Sweetwater,25.7785,-80.3760,USA
Ferndale,42.4592,-83.1313,USA
Winthrop,42.3761,-70.9846,USA
Merrifield,38.8731,-77.2426,USA
East Massapequa,40.6742,-73.4359,USA
Cedar Mill,45.5355,-122.8006,USA
Norwood,39.1605,-84.4535,USA
Point Pleasant,40.0772,-74.0702,USA
Greenfield,36.3242,-121.2428,USA
Harrison,40.7431,-74.1531,USA
Rutherford,40.8203,-74.1057,USA
Bellwood,41.8829,-87.8762,USA
North Babylon,40.7314,-73.3248,USA
Country Walk,25.6330,-80.4353,USA
Sudley,38.7878,-77.4961,USA
West Chester,39.9601,-75.6058,USA
North Massapequa,40.7031,-73.4678,USA
North Bay Shore,40.7602,-73.2617,USA
Lansdale,40.2417,-75.2812,USA
Dover,40.8859,-74.5597,USA
Hybla Valley,38.7484,-77.0821,USA
Kingstowne,38.7625,-77.1444,USA
North Valley Stream,40.6840,-73.7077,USA
Franconia,38.7682,-77.1587,USA
Schofield Barracks,21.4936,-158.0617,USA
Burke Centre,38.7903,-77.2999,USA
Bostonia,32.8189,-116.9480,USA
South Orange Village,40.7491,-74.2602,USA
Roosevelt,40.6797,-73.5837,USA
Dumont,40.9452,-73.9923,USA
Brownsville,25.8216,-80.2417,USA
Idylwood,38.8896,-77.2056,USA
Iselin,40.5697,-74.3172,USA
Bryn Mawr-Skyway,47.4949,-122.2410,USA
Takoma Park,38.9810,-77.0028,USA
Glassmanor,38.8181,-76.9833,USA
Wahiawa,21.5012,-158.0178,USA
Woodmere,40.6375,-73.7219,USA
Bellaire,29.7040,-95.4621,USA
Massapequa Park,40.6817,-73.4496,USA
East Riverdale,38.9600,-76.9109,USA
Pinewood,25.8697,-80.2174,USA
Hillcrest Heights,38.8373,-76.9641,USA
Manassas Park,38.7709,-77.4429,USA
Adelphi,39.0017,-76.9649,USA
New Milford,40.9337,-74.0196,USA
Clayton,38.6444,-90.3303,USA
Bull Run,38.7802,-77.5204,USA
Ocean Pointe,21.3145,-158.0289,USA
Palmetto Estates,25.6211,-80.3616,USA
Four Corners,44.9290,-122.9732,USA
Bellmore,40.6569,-73.5285,USA
Ojus,25.9563,-80.1606,USA
Walnut Park,33.9682,-118.2220,USA
Vincent,34.0983,-117.9238,USA
Artesia,33.8676,-118.0805,USA
South Houston,29.6611,-95.2285,USA
North Arlington,40.7874,-74.1273,USA
Stanford,37.4252,-122.1674,USA
La Grange,41.8072,-87.8741,USA
Weehawken,40.7677,-74.0168,USA
Floral Park,40.7227,-73.7029,USA
Parkway,38.4993,-121.4520,USA
South River,40.4455,-74.3783,USA
New Cassel,40.7602,-73.5649,USA
Glenmont,39.0698,-77.0467,USA
Stone Ridge,38.9294,-77.5557,USA
Westbury,40.7599,-73.5891,USA
Isla Vista,34.4128,-119.8614,USA
White Center,47.5086,-122.3479,USA
La Palma,33.8504,-118.0407,USA
Seaford,40.6678,-73.4922,USA
Cherryland,37.6792,-122.1038,USA
Princeton Meadows,40.3347,-74.5651,USA
Asbury Park,40.2226,-74.0119,USA
Norridge,41.9637,-87.8231,USA
Harper Woods,42.4390,-82.9293,USA
Haddon,39.9063,-75.0625,USA
Berkley,42.4986,-83.1853,USA
Hazel Park,42.4619,-83.0977,USA
Kenmore,42.9646,-78.8713,USA
Pacific Grove,36.6188,-121.9259,USA
North New Hyde Park,40.7460,-73.6876,USA
West Park,25.9840,-80.1923,USA
South Farmingdale,40.7175,-73.4473,USA
Halawa,21.3753,-157.9185,USA
West University Place,29.7157,-95.4321,USA
Highland Park,40.5006,-74.4283,USA
Fairview,40.8182,-74.0022,USA
Whitefish Bay,43.1131,-87.9003,USA
Lake Stickney,47.8733,-122.2582,USA
Salida,37.7083,-121.0842,USA
Parlier,36.6087,-119.5434,USA
Ewa Beach,21.3181,-158.0073,USA
Key Biscayne,25.6908,-80.1653,USA
Kemp Mill,39.0412,-77.0215,USA
Falls Church,38.8847,-77.1751,USA
Wilkinsburg,40.4442,-79.8733,USA
Lemon Hill,38.5172,-121.4573,USA
East Rancho Dominguez,33.8949,-118.1956,USA
Clarkston,33.8117,-84.2403,USA
Chicago Ridge,41.7034,-87.7795,USA
Ardmore,40.0033,-75.2947,USA
Newport,39.0856,-84.4868,USA
North Fair Oaks,37.4754,-122.2034,USA
Forest Park,41.8683,-87.8157,USA
Edgewater,40.8237,-73.9740,USA
Flower Hill,39.1676,-77.1824,USA
East Cleveland,41.5317,-81.5794,USA
Hawaiian Gardens,33.8304,-118.0728,USA
Willowick,41.6342,-81.4678,USA
Gladeview,25.8395,-80.2368,USA
Pierre,44.3748,-100.3205,USA
Federal Heights,39.8651,-105.0154,USA
Collingswood,39.9160,-75.0758,USA
Huntington,38.7916,-77.0740,USA
Roselle Park,40.6653,-74.2666,USA
University Heights,41.4948,-81.5350,USA
Bexley,39.9650,-82.9343,USA
Waimalu,21.3913,-157.9345,USA
Westmont,39.9082,-75.0551,USA
Shorewood,43.0913,-87.8864,USA
Olympia Heights,25.7240,-80.3388,USA
Little Falls,40.8762,-74.2181,USA
Wyandanch,40.7496,-73.3633,USA
New Carrollton,38.9656,-76.8775,USA
Indiana,40.6220,-79.1552,USA
La Grange Park,41.8308,-87.8723,USA
Bothell East,47.8064,-122.1844,USA
Avocado Heights,34.0391,-117.9970,USA
Coatesville,39.9849,-75.8200,USA
Kingston,41.2652,-75.8876,USA
Carpinteria,34.3962,-119.5118,USA
Woodland Park,40.8904,-74.1946,USA
Maili,21.4133,-158.1701,USA
Ridgefield Park,40.8543,-74.0201,USA
Pelham,40.9000,-73.8063,USA
Sugarland Run,39.0309,-77.3762,USA
Home Gardens,33.8783,-117.5116,USA
Naranja,25.5164,-80.4222,USA
Fords,40.5359,-74.3126,USA
Cornelius,45.5188,-123.0510,USA
Grover Beach,35.1204,-120.6197,USA
Red Bank,40.3480,-74.0672,USA
Emeryville,37.8382,-122.2932,USA
Salisbury,40.7454,-73.5604,USA
Somerville,40.5696,-74.6092,USA
North Merrick,40.6871,-73.5615,USA
Patchogue,40.7621,-73.0185,USA
Alum Rock,37.3694,-121.8238,USA
Newman,37.3156,-121.0212,USA
Hasbrouck Heights,40.8618,-74.0741,USA
River Edge,40.9269,-74.0387,USA
South Miami,25.7079,-80.2952,USA
Yeadon,39.9325,-75.2527,USA
University of California-Santa Barbara,34.4151,-119.8568,USA
Guttenberg,40.7928,-74.0049,USA
Wallington,40.8536,-74.1069,USA
Rossmoor,33.7887,-118.0803,USA
North Wantagh,40.6983,-73.5086,USA
Bound Brook,40.5676,-74.5383,USA
Signal Hill,33.8030,-118.1681,USA
La Riviera,38.5683,-121.3544,USA
Oak Hills,45.5405,-122.8413,USA
Wilton Manors,26.1593,-80.1395,USA
Clawson,42.5367,-83.1504,USA
Hillcrest,35.3790,-118.9578,USA
Cherry Creek,39.6094,-104.8645,USA
Suffern,41.1138,-74.1422,USA
Piedmont,37.8225,-122.2301,USA
View Park-Windsor Hills,33.9955,-118.3483,USA
North Lindenhurst,40.7072,-73.3859,USA
Summit,41.7877,-87.8146,USA
Great Neck,40.8029,-73.7333,USA
East Bakersfield,35.3832,-118.9743,USA
Lansdowne,39.9408,-75.2760,USA
Northbrook,39.2467,-84.5796,USA
Waipio,21.4143,-157.9966,USA
Little Ferry,40.8464,-74.0388,USA
Westwood Lakes,25.7237,-80.3717,USA
Timberlane,29.8781,-90.0303,USA
Darby,39.9210,-75.2610,USA
West Haverstraw,41.2063,-73.9884,USA
Citrus,34.1160,-117.8891,USA
Del Aire,33.9167,-118.3693,USA
Inwood,40.6219,-73.7506,USA
Potomac Park,35.3636,-118.9650,USA
Watervliet,42.7243,-73.7068,USA
Woodlyn,39.8774,-75.3445,USA
New Hyde Park,40.7323,-73.6858,USA
Richmond Heights,25.6347,-80.3721,USA
Brookdale,40.8348,-74.1798,USA
East Rockaway,40.6432,-73.6672,USA
West Perrine,25.6061,-80.3639,USA
Blacklick Estates,39.9049,-82.8655,USA
Maywood,40.9025,-74.0634,USA
Capitola,36.9773,-121.9537,USA
Roslyn,40.1311,-75.1374,USA
Brentwood,40.3734,-79.9757,USA
East Whittier,33.9244,-117.9887,USA
Lake Hiawatha,40.8816,-74.3826,USA
Wood-Ridge,40.8508,-74.0878,USA
August,37.9797,-121.2625,USA
Charter Oak,34.1025,-117.8564,USA
Stonegate,39.5357,-104.8032,USA
Keansburg,40.4469,-74.1315,USA
